core	age_calkaBP	d18Obenth	d18Ow	sealevel
846 Liseicki	993.23	3.17	0.30	-18.24
846 Liseicki	997.39	3.32	0.45	-27.78
846 Liseicki	1002.02	3.45	0.58	-35.46
846 Liseicki	1006.18	3.42	0.55	-33.90
846 Liseicki	1007.11	3.58	0.71	-43.74
846 Liseicki	1011.27	3.59	0.72	-44.33
846 Liseicki	1016.75	3.14	0.27	-16.61
846 Liseicki	1018.14	3.42	0.55	-33.84
846 Liseicki	1023.77	3.00	0.13	-7.96
846 Liseicki	1025.11	3.26	0.39	-23.95
846 Liseicki	1028.99	3.22	0.34	-21.17
846 Liseicki	1029.84	3.71	0.84	-51.62
846 Liseicki	1032.91	3.54	0.67	-41.14
846 Liseicki	1036.15	3.77	0.90	-55.28
846 Liseicki	1038.58	3.83	0.96	-58.96
846 Liseicki	1040.76	3.74	0.87	-53.41
846 Liseicki	1043.03	3.68	0.81	-49.70
846 Liseicki	1045.19	3.57	0.70	-42.93
846 Liseicki	1047.22	3.64	0.77	-47.22
846 Liseicki	1049.05	3.59	0.72	-44.14
846 Liseicki	1051.33	3.54	0.67	-41.05
846 Liseicki	1053.61	3.57	0.70	-42.88
846 Liseicki	1055.90	3.56	0.69	-42.25
846 Liseicki	1058.17	3.51	0.64	-39.17
846 Liseicki	1060.23	3.40	0.53	-32.39
846 Liseicki	1062.31	3.15	0.28	-16.99
846 Liseicki	1064.60	3.03	0.16	-9.60
846 Liseicki	1067.53	2.70	-0.17	10.72
846 Liseicki	1070.55	2.28	-0.59	36.58
846 Liseicki	1072.79	3.29	0.42	-25.55
846 Liseicki	1074.74	3.39	0.52	-31.70
846 Liseicki	1076.65	2.72	-0.15	9.54
846 Liseicki	1078.23	2.97	0.09	-5.84
846 Liseicki	1079.89	2.94	0.06	-3.98
846 Liseicki	1081.65	3.20	0.32	-19.97
846 Liseicki	1083.26	2.99	0.11	-7.04
846 Liseicki	1084.86	2.97	0.09	-5.80
846 Liseicki	1086.46	3.50	0.62	-38.40
846 Liseicki	1088.22	3.60	0.72	-44.55
846 Liseicki	1089.98	3.60	0.72	-44.54
846 Liseicki	1091.79	3.64	0.76	-46.99
846 Liseicki	1093.98	3.48	0.60	-37.14
846 Liseicki	1096.39	3.66	0.78	-48.20
846 Liseicki	1098.51	3.69	0.81	-50.03
846 Liseicki	1100.43	3.44	0.56	-34.64
846 Liseicki	1102.14	3.26	0.38	-23.56
846 Liseicki	1105.13	3.36	0.48	-29.69
846 Liseicki	1106.62	3.19	0.31	-19.23
846 Liseicki	1108.12	3.25	0.37	-22.91
846 Liseicki	1109.58	3.28	0.40	-24.75
846 Liseicki	1111.38	3.56	0.68	-41.97
846 Liseicki	1113.26	3.59	0.71	-43.80
846 Liseicki	1115.04	3.67	0.79	-48.72
846 Liseicki	1117.47	3.70	0.82	-50.55
846 Liseicki	1119.78	3.84	0.96	-59.15
846 Liseicki	1122.44	3.72	0.84	-51.76
846 Liseicki	1125.08	3.78	0.90	-55.43
846 Liseicki	1127.40	3.70	0.82	-50.50
846 Liseicki	1129.71	3.57	0.69	-42.49
846 Liseicki	1131.79	3.72	0.84	-51.71
846 Liseicki	1134.11	3.41	0.53	-32.62
846 Liseicki	1135.96	3.31	0.43	-26.46
846 Liseicki	1138.04	3.28	0.40	-24.60
846 Liseicki	1140.35	3.24	0.36	-22.13
846 Liseicki	1142.66	3.25	0.37	-22.73
846 Liseicki	1144.93	3.40	0.52	-31.95
846 Liseicki	1147.31	3.22	0.34	-20.86
846 Liseicki	1149.47	3.16	0.28	-17.16
846 Liseicki	1151.85	2.98	0.10	-6.07
846 Liseicki	1154.01	3.04	0.16	-9.75
846 Liseicki	1155.95	3.06	0.18	-10.97
846 Liseicki	1158.12	3.25	0.37	-22.65
846 Liseicki	1160.20	3.14	0.26	-15.87
846 Liseicki	1162.90	2.90	0.02	-1.09
846 Liseicki	1165.61	3.15	0.27	-16.46
846 Liseicki	1168.31	3.16	0.28	-17.06
846 Liseicki	1171.85	2.86	-0.02	1.42
846 Liseicki	1175.23	2.93	0.05	-2.87
846 Liseicki	1178.60	3.30	0.42	-25.62
846 Liseicki	1181.98	3.07	0.19	-11.45
846 Liseicki	1185.81	3.47	0.59	-36.05
846 Liseicki	1189.67	3.52	0.64	-39.10
846 Liseicki	1193.53	3.50	0.62	-37.85
846 Liseicki	1197.39	3.46	0.57	-35.37
846 Liseicki	1201.11	3.23	0.34	-21.20
846 Liseicki	1204.43	3.53	0.64	-39.66
846 Liseicki	1207.74	3.45	0.56	-34.73
846 Liseicki	1211.72	3.54	0.65	-40.26
846 Liseicki	1215.87	3.38	0.49	-30.41
846 Liseicki	1220.01	3.13	0.24	-15.03
846 Liseicki	1224.51	3.13	0.24	-15.02
846 Liseicki	1228.08	2.91	0.02	-1.48
846 Liseicki	1231.64	3.12	0.23	-14.40
846 Liseicki	1235.21	2.85	-0.04	2.22
846 Liseicki	1238.56	2.87	-0.02	1.00
846 Liseicki	1241.08	3.19	0.30	-18.69
846 Liseicki	1243.42	3.42	0.53	-32.84
846 Liseicki	1245.56	3.78	0.89	-54.99
846 Liseicki	1246.71	3.63	0.74	-45.76
846 Liseicki	1247.40	3.81	0.92	-56.83
846 Liseicki	1247.91	3.74	0.85	-52.52
846 Liseicki	1248.59	3.94	1.05	-64.83
846 Liseicki	1249.79	3.88	0.99	-61.13
846 Liseicki	1251.59	3.61	0.72	-44.52
846 Liseicki	1253.70	3.66	0.77	-47.59
846 Liseicki	1256.14	3.58	0.69	-42.67
846 Liseicki	1258.03	3.55	0.66	-40.82
846 Liseicki	1261.41	3.46	0.57	-35.28
846 Liseicki	1265.48	3.34	0.45	-27.89
846 Liseicki	1269.39	3.25	0.36	-22.35
846 Liseicki	1273.13	3.21	0.32	-19.88
846 Liseicki	1277.16	3.13	0.24	-14.95
846 Liseicki	1279.91	3.04	0.15	-9.41
846 Liseicki	1281.93	3.17	0.28	-17.41
846 Liseicki	1284.01	3.23	0.34	-21.10
846 Liseicki	1285.91	3.39	0.50	-30.94
846 Liseicki	1287.70	3.61	0.72	-44.47
846 Liseicki	1289.49	3.71	0.82	-50.62
846 Liseicki	1291.28	3.64	0.75	-46.31
846 Liseicki	1293.05	3.62	0.73	-45.08
846 Liseicki	1294.71	3.58	0.69	-42.62
846 Liseicki	1295.88	3.56	0.67	-41.39
846 Liseicki	1297.53	3.62	0.73	-45.08
846 Liseicki	1298.53	3.71	0.82	-50.61
846 Liseicki	1299.69	3.45	0.56	-34.61
846 Liseicki	1300.85	3.47	0.58	-35.85
846 Liseicki	1302.67	3.49	0.60	-37.08
846 Liseicki	1304.66	3.41	0.52	-32.17
846 Liseicki	1307.15	3.30	0.41	-25.41
846 Liseicki	1309.64	3.15	0.26	-16.19
846 Liseicki	1311.82	3.13	0.24	-14.97
846 Liseicki	1313.48	3.06	0.17	-10.67
846 Liseicki	1315.13	3.16	0.27	-16.83
846 Liseicki	1316.32	3.01	0.12	-7.60
846 Liseicki	1318.15	3.20	0.31	-19.30
846 Liseicki	1319.53	3.37	0.48	-29.77
846 Liseicki	1320.76	3.50	0.61	-37.77
846 Liseicki	1322.47	3.50	0.61	-37.78
846 Liseicki	1324.18	3.51	0.62	-38.40
846 Liseicki	1326.01	3.46	0.57	-35.33
846 Liseicki	1328.77	3.52	0.63	-39.03
846 Liseicki	1331.82	3.50	0.61	-37.81
846 Liseicki	1335.18	3.45	0.56	-34.75
846 Liseicki	1343.08	3.34	0.46	-28.01
846 Liseicki	1345.73	3.25	0.37	-22.48
846 Liseicki	1348.54	2.95	0.07	-4.04
846 Liseicki	1350.83	2.90	0.02	-0.97
846 Liseicki	1352.65	2.84	-0.04	2.72
846 Liseicki	1355.17	2.77	-0.11	7.01
846 Liseicki	1357.45	3.04	0.16	-9.61
846 Liseicki	1359.65	3.11	0.22	-13.62
846 Liseicki	1362.50	3.27	0.39	-23.78
846 Liseicki	1365.59	3.41	0.53	-32.41
846 Liseicki	1367.90	3.58	0.70	-42.87
846 Liseicki	1370.49	3.57	0.69	-42.27
846 Liseicki	1375.12	3.47	0.59	-36.13
846 Liseicki	1377.59	3.54	0.66	-40.45
846 Liseicki	1379.91	3.44	0.56	-34.31
846 Liseicki	1382.13	3.46	0.58	-35.55
846 Liseicki	1384.99	3.21	0.33	-20.17
846 Liseicki	1387.82	3.27	0.39	-23.88
846 Liseicki	1391.00	3.11	0.23	-14.04
846 Liseicki	1394.36	2.91	0.03	-1.75
846 Liseicki	1397.15	2.90	0.02	-1.15
846 Liseicki	1399.91	3.04	0.16	-9.77
846 Liseicki	1402.40	3.22	0.34	-20.87
846 Liseicki	1405.26	3.37	0.49	-30.13
846 Liseicki	1408.34	3.55	0.67	-41.24
846 Liseicki	1412.12	3.63	0.75	-46.20
846 Liseicki	1415.98	3.61	0.73	-45.01
846 Liseicki	1419.19	3.44	0.56	-34.58
846 Liseicki	1422.45	3.24	0.36	-22.31
846 Liseicki	1425.53	3.22	0.34	-21.11
846 Liseicki	1428.60	2.85	-0.03	1.62
846 Liseicki	1431.68	2.87	-0.01	0.36
846 Liseicki	1435.15	2.82	-0.06	3.40
846 Liseicki	1437.94	2.58	-0.29	18.14
846 Liseicki	1440.41	2.71	-0.16	10.11
846 Liseicki	1442.87	2.60	-0.27	16.86
846 Liseicki	1445.58	2.64	-0.23	14.37
846 Liseicki	1448.64	3.09	0.22	-13.35
846 Liseicki	1451.06	3.36	0.49	-29.99
846 Liseicki	1454.05	3.67	0.80	-49.10
846 Liseicki	1457.40	3.70	0.83	-50.98
846 Liseicki	1460.75	3.56	0.69	-42.40
846 Liseicki	1464.34	3.39	0.52	-31.97
846 Liseicki	1467.32	3.09	0.22	-13.55
846 Liseicki	1469.70	3.10	0.23	-14.19
846 Liseicki	1472.39	3.10	0.23	-14.21
846 Liseicki	1474.85	2.90	0.03	-1.93
846 Liseicki	1477.32	2.83	-0.04	2.35
846 Liseicki	1479.78	2.72	-0.15	9.09
846 Liseicki	1482.39	2.75	-0.12	7.22
846 Liseicki	1485.75	2.77	-0.10	5.95
846 Liseicki	1489.83	3.30	0.43	-26.70
846 Liseicki	1494.72	3.68	0.81	-50.13
846 Liseicki	1500.84	3.55	0.69	-42.21
846 Liseicki	1507.38	3.42	0.56	-34.35
846 Liseicki	1511.96	3.09	0.23	-14.15
846 Liseicki	1516.10	2.93	0.07	-4.39
846 Liseicki	1520.14	3.08	0.22	-13.71
846 Liseicki	1523.95	3.28	0.42	-26.10
846 Liseicki	1530.97	3.46	0.60	-37.02
846 Liseicki	1534.62	3.76	0.91	-55.87
846 Liseicki	1538.28	3.66	0.81	-49.80
846 Liseicki	1541.57	3.66	0.81	-49.87
846 Liseicki	1545.31	3.16	0.31	-19.19
846 Liseicki	1548.83	3.19	0.34	-21.11
846 Liseicki	1552.08	3.47	0.62	-38.10
846 Liseicki	1555.12	3.23	0.39	-23.71
846 Liseicki	1558.40	3.17	0.33	-20.09
846 Liseicki	1561.67	3.08	0.24	-14.62
846 Liseicki	1564.48	3.15	0.31	-18.99
846 Liseicki	1568.09	3.25	0.40	-24.92
846 Liseicki	1570.62	3.34	0.50	-30.82
846 Liseicki	1572.43	3.53	0.69	-42.55
846 Liseicki	1576.27	3.51	0.67	-41.09
846 Liseicki	1578.97	3.46	0.62	-38.38
846 Liseicki	1580.12	3.41	0.57	-35.33
846 Liseicki	1583.24	3.19	0.36	-21.87
846 Liseicki	1584.03	3.24	0.41	-24.96
846 Liseicki	1589.51	3.17	0.34	-20.77
846 Liseicki	1591.44	3.23	0.40	-24.51
846 Liseicki	1592.18	3.14	0.31	-18.99
846 Liseicki	1595.49	3.12	0.29	-17.83
846 Liseicki	1599.20	3.07	0.24	-14.83
846 Liseicki	1600.31	3.09	0.26	-16.09
846 Liseicki	1601.79	3.08	0.25	-15.52
846 Liseicki	1602.83	3.06	0.23	-14.32
846 Liseicki	1603.71	3.01	0.18	-11.27
846 Liseicki	1605.20	3.16	0.33	-20.55
846 Liseicki	1605.79	3.09	0.26	-16.26
846 Liseicki	1607.28	3.10	0.27	-16.92
846 Liseicki	1608.76	3.20	0.38	-23.12
846 Liseicki	1610.24	3.18	0.36	-21.94
846 Liseicki	1611.14	3.05	0.23	-13.97
846 Liseicki	1612.03	3.30	0.48	-29.38
846 Liseicki	1614.69	3.24	0.42	-25.77
846 Liseicki	1617.67	3.13	0.31	-18.78
846 Liseicki	1620.63	3.26	0.44	-27.18
846 Liseicki	1623.30	3.25	0.43	-26.34
846 Liseicki	1626.39	3.19	0.37	-23.05
846 Liseicki	1628.98	3.59	0.78	-47.75
846 Liseicki	1631.20	3.02	0.21	-12.74
846 Liseicki	1632.75	3.55	0.74	-45.40
846 Liseicki	1634.72	3.42	0.61	-37.46
846 Liseicki	1637.09	3.69	0.88	-54.15
846 Liseicki	1639.45	2.88	0.07	-4.08
846 Liseicki	1644.18	3.61	0.80	-49.45
846 Liseicki	1650.54	3.64	0.84	-51.49
846 Liseicki	1659.99	3.50	0.70	-43.17
846 Liseicki	1667.46	3.51	0.72	-44.02
846 Liseicki	1669.31	3.53	0.74	-45.30
846 Liseicki	1670.24	3.61	0.82	-50.26
846 Liseicki	1670.98	3.56	0.77	-47.20
846 Liseicki	1671.48	3.47	0.68	-41.68
846 Liseicki	1672.23	3.42	0.63	-38.63
846 Liseicki	1672.98	3.39	0.60	-36.80
846 Liseicki	1674.23	3.16	0.37	-22.69
846 Liseicki	1678.72	3.04	0.25	-15.45
846 Liseicki	1689.36	3.00	0.22	-13.32
846 Liseicki	1691.83	2.81	0.03	-1.70
846 Liseicki	1692.90	3.11	0.33	-20.19
846 Liseicki	1693.62	3.10	0.32	-19.60
846 Liseicki	1694.69	3.21	0.43	-26.40
846 Liseicki	1695.50	3.36	0.58	-35.66
846 Liseicki	1697.51	3.41	0.63	-38.80
846 Liseicki	1699.26	3.47	0.69	-42.54
846 Liseicki	1702.58	3.38	0.60	-37.11
846 Liseicki	1709.03	3.36	0.59	-36.09
846 Liseicki	1719.68	2.97	0.20	-12.44
846 Liseicki	1725.77	3.22	0.46	-28.02
846 Liseicki	1727.75	2.87	0.11	-6.54
846 Liseicki	1729.11	2.94	0.18	-10.90
846 Liseicki	1730.02	3.26	0.50	-30.61
846 Liseicki	1731.38	3.13	0.37	-22.66
846 Liseicki	1735.01	2.98	0.22	-13.55
846 Liseicki	1740.00	3.03	0.27	-16.48
846 Liseicki	1744.01	3.27	0.51	-31.68
846 Liseicki	1747.01	3.12	0.37	-22.55
846 Liseicki	1748.58	3.48	0.73	-44.75
846 Liseicki	1751.77	3.20	0.45	-27.63
846 Liseicki	1753.68	3.07	0.32	-19.69
846 Liseicki	1755.83	3.17	0.42	-25.91
846 Liseicki	1758.40	3.15	0.40	-24.76
846 Liseicki	1760.68	2.79	0.04	-2.69
846 Liseicki	1763.20	2.86	0.11	-7.07
846 Liseicki	1766.10	2.94	0.20	-12.09
846 Liseicki	1768.59	3.09	0.35	-21.40
846 Liseicki	1771.07	2.76	0.02	-1.18
846 Liseicki	1773.96	2.80	0.06	-3.73
846 Liseicki	1776.75	2.92	0.18	-11.20
846 Liseicki	1779.60	3.24	0.50	-30.99
846 Liseicki	1781.93	3.24	0.50	-31.06
846 Liseicki	1783.74	3.50	0.77	-47.12
846 Liseicki	1785.61	3.30	0.57	-34.87
846 Liseicki	1789.48	3.27	0.54	-33.15
846 Liseicki	1793.22	3.35	0.62	-38.19
846 Liseicki	1797.10	3.30	0.57	-35.24
846 Liseicki	1797.76	3.26	0.53	-32.86
846 Liseicki	1799.18	3.26	0.53	-32.90
846 Liseicki	1800.88	3.23	0.51	-31.11
846 Liseicki	1802.01	3.05	0.33	-20.06
846 Liseicki	1803.28	2.88	0.16	-9.64
846 Liseicki	1804.70	2.96	0.24	-14.60
846 Liseicki	1805.98	3.03	0.31	-18.94
846 Liseicki	1807.39	2.95	0.23	-14.06
846 Liseicki	1808.95	3.00	0.28	-17.18
846 Liseicki	1810.37	2.89	0.17	-10.45
846 Liseicki	1813.47	3.07	0.35	-21.61
846 Liseicki	1815.02	2.96	0.24	-14.88
846 Liseicki	1816.56	3.33	0.61	-37.69
846 Liseicki	1817.96	3.36	0.64	-39.57
846 Liseicki	1819.50	3.09	0.37	-23.00
846 Liseicki	1821.05	2.94	0.22	-13.81
846 Liseicki	1822.75	2.93	0.22	-13.24
846 Liseicki	1824.14	2.90	0.19	-11.44
846 Liseicki	1825.53	2.77	0.06	-3.48
846 Liseicki	1827.23	2.58	-0.13	8.17
846 Liseicki	1828.62	2.87	0.16	-9.71
846 Liseicki	1830.01	2.89	0.18	-10.98
846 Liseicki	1831.71	2.89	0.18	-11.03
846 Liseicki	1833.23	3.02	0.31	-19.07
846 Liseicki	1834.74	3.05	0.34	-20.95
846 Liseicki	1835.80	3.20	0.49	-30.21
846 Liseicki	1837.47	2.96	0.25	-15.49
846 Liseicki	1838.07	3.09	0.38	-23.51
846 Liseicki	1840.64	2.98	0.27	-16.81
846 Liseicki	1842.46	2.97	0.26	-16.24
846 Liseicki	1843.98	2.98	0.27	-16.90
846 Liseicki	1847.01	2.92	0.22	-13.29
846 Liseicki	1848.40	2.79	0.09	-5.33
846 Liseicki	1849.66	2.74	0.04	-2.28
846 Liseicki	1850.72	2.72	0.02	-1.08
846 Liseicki	1851.73	2.87	0.17	-10.34
846 Liseicki	1852.74	2.83	0.13	-7.91
846 Liseicki	1853.80	2.83	0.13	-7.93
846 Liseicki	1854.86	2.88	0.18	-11.04
846 Liseicki	1855.92	2.90	0.20	-12.30
846 Liseicki	1856.98	3.11	0.41	-25.25
846 Liseicki	1858.04	3.31	0.61	-37.58
846 Liseicki	1859.20	3.13	0.43	-26.54
846 Liseicki	1860.53	3.43	0.73	-45.03
846 Liseicki	1862.04	3.46	0.76	-46.92
846 Liseicki	1863.62	3.43	0.73	-45.12
846 Liseicki	1865.21	3.56	0.86	-53.16
846 Liseicki	1866.80	3.67	0.97	-59.97
846 Liseicki	1868.39	3.43	0.74	-45.25
846 Liseicki	1869.97	3.26	0.57	-34.83
846 Liseicki	1871.56	3.20	0.51	-31.18
846 Liseicki	1873.15	3.22	0.53	-32.46
846 Liseicki	1874.79	3.30	0.61	-37.42
846 Liseicki	1876.56	3.21	0.52	-31.93
846 Liseicki	1878.32	2.85	0.16	-9.83
846 Liseicki	1880.26	2.80	0.11	-6.81
846 Liseicki	1882.06	2.91	0.22	-13.62
846 Liseicki	1883.85	3.01	0.32	-19.83
846 Liseicki	1885.64	2.90	0.21	-13.11
846 Liseicki	1887.43	3.01	0.32	-19.92
846 Liseicki	1889.21	2.93	0.24	-15.05
846 Liseicki	1891.01	2.88	0.20	-12.02
846 Liseicki	1892.92	2.88	0.20	-12.07
846 Liseicki	1896.74	2.96	0.28	-17.10
846 Liseicki	1898.64	3.24	0.56	-34.38
846 Liseicki	1900.97	3.31	0.63	-38.74
846 Liseicki	1903.35	3.34	0.66	-40.61
846 Liseicki	1905.74	3.21	0.53	-32.64
846 Liseicki	1908.12	3.24	0.56	-34.52
846 Liseicki	1910.44	3.00	0.32	-19.78
846 Liseicki	1912.53	3.14	0.46	-28.42
846 Liseicki	1915.09	3.17	0.49	-30.30
846 Liseicki	1917.41	3.04	0.36	-22.33
846 Liseicki	1919.52	2.94	0.26	-16.21
846 Liseicki	1921.37	2.94	0.26	-16.23
846 Liseicki	1923.28	2.85	0.17	-10.72
846 Liseicki	1925.22	2.73	0.05	-3.36
846 Liseicki	1927.15	2.80	0.13	-7.69
846 Liseicki	1932.95	2.68	0.01	-0.38
846 Liseicki	1934.71	2.70	0.03	-1.64
846 Liseicki	1936.89	2.61	-0.06	3.87
846 Liseicki	1939.47	2.69	0.02	-1.08
846 Liseicki	1942.05	3.29	0.62	-38.04
846 Liseicki	1944.63	3.37	0.70	-42.99
846 Liseicki	1947.35	3.11	0.44	-27.03
846 Liseicki	1950.10	3.10	0.43	-26.45
846 Liseicki	1952.85	3.14	0.47	-28.95
846 Liseicki	1955.71	3.15	0.48	-29.60
846 Liseicki	1958.96	3.04	0.37	-22.87
846 Liseicki	1962.05	3.19	0.52	-32.14
846 Liseicki	1965.09	3.14	0.47	-29.10
846 Liseicki	1968.14	3.13	0.46	-28.53
846 Liseicki	1970.91	2.98	0.31	-19.33
846 Liseicki	1973.04	2.95	0.28	-17.52
846 Liseicki	1974.99	2.68	0.02	-0.93
846 Liseicki	1976.94	2.69	0.03	-1.57
846 Liseicki	1978.90	2.89	0.23	-13.90
846 Liseicki	1980.86	2.72	0.06	-3.47
846 Liseicki	1982.74	2.60	-0.06	3.89
846 Liseicki	1984.62	2.97	0.31	-18.90
846 Liseicki	1986.50	2.98	0.32	-19.54
846 Liseicki	1988.39	2.92	0.26	-15.87
846 Liseicki	1990.27	2.78	0.12	-7.28
846 Liseicki	1992.15	2.92	0.26	-15.92
846 Liseicki	1994.04	2.88	0.22	-13.48
846 Liseicki	1995.92	2.97	0.31	-19.04
846 Liseicki	1997.80	2.91	0.25	-15.38
846 Liseicki	1999.72	2.94	0.28	-17.25
846 Liseicki	2001.73	3.10	0.44	-27.09
846 Liseicki	2003.14	3.07	0.41	-25.25
846 Liseicki	2004.22	3.15	0.49	-30.17
846 Liseicki	2005.60	3.21	0.55	-33.86
846 Liseicki	2006.97	3.14	0.48	-29.56
846 Liseicki	2008.14	2.87	0.21	-12.94
846 Liseicki	2008.99	2.78	0.12	-7.40
846 Liseicki	2010.99	3.03	0.37	-22.79
846 Liseicki	2013.56	2.90	0.24	-14.79
846 Liseicki	2016.86	2.70	0.04	-2.48
846 Liseicki	2018.90	2.76	0.10	-6.17
846 Liseicki	2021.17	2.54	-0.12	7.36
846 Liseicki	2023.66	2.76	0.10	-6.17
846 Liseicki	2026.16	2.89	0.23	-14.17
846 Liseicki	2028.42	2.81	0.15	-9.25
846 Liseicki	2030.24	2.97	0.31	-19.10
846 Liseicki	2032.28	2.83	0.17	-10.48
846 Liseicki	2034.78	3.19	0.53	-32.63
846 Liseicki	2037.05	2.84	0.18	-11.10
846 Liseicki	2039.31	3.32	0.66	-40.63
846 Liseicki	2041.58	2.80	0.14	-8.64
846 Liseicki	2044.26	2.93	0.27	-16.63
846 Liseicki	2046.42	3.21	0.55	-33.86
846 Liseicki	2048.57	3.13	0.47	-28.94
846 Liseicki	2051.20	3.21	0.55	-33.86
846 Liseicki	2053.59	3.45	0.79	-48.63
846 Liseicki	2056.24	3.08	0.42	-25.86
846 Liseicki	2059.23	3.18	0.52	-32.02
846 Liseicki	2061.62	3.22	0.56	-34.48
846 Liseicki	2064.35	3.13	0.47	-28.94
846 Liseicki	2066.90	3.41	0.75	-46.17
846 Liseicki	2069.81	3.64	0.98	-60.32
846 Liseicki	2073.04	3.62	0.96	-59.09
846 Liseicki	2077.24	3.13	0.47	-28.94
846 Liseicki	2081.45	3.43	0.77	-47.40
846 Liseicki	2084.77	3.43	0.77	-47.40
846 Liseicki	2088.11	3.12	0.46	-28.33
846 Liseicki	2090.45	3.01	0.35	-21.56
846 Liseicki	2094.12	2.66	0.00	-0.02
846 Liseicki	2096.13	2.63	-0.03	1.82
846 Liseicki	2097.87	3.23	0.57	-35.09
846 Liseicki	2100.06	3.14	0.48	-29.56
846 Liseicki	2102.24	3.02	0.36	-22.17
846 Liseicki	2105.15	2.97	0.31	-19.10
846 Liseicki	2108.28	3.04	0.38	-23.40
846 Liseicki	2111.69	2.94	0.28	-17.25
846 Liseicki	2115.43	3.21	0.55	-33.86
846 Liseicki	2119.22	3.09	0.43	-26.48
846 Liseicki	2122.92	3.06	0.40	-24.63
846 Liseicki	2126.62	2.99	0.33	-20.33
846 Liseicki	2130.32	2.71	0.05	-3.10
846 Liseicki	2134.03	2.70	0.04	-2.48
846 Liseicki	2137.73	2.75	0.09	-5.56
846 Liseicki	2141.43	2.93	0.27	-16.63
846 Liseicki	2144.28	3.24	0.58	-35.71
846 Liseicki	2146.57	3.35	0.69	-42.48
846 Liseicki	2148.42	3.35	0.69	-42.48
846 Liseicki	2150.47	3.33	0.67	-41.25
846 Liseicki	2152.53	3.56	0.90	-55.40
846 Liseicki	2154.58	3.59	0.93	-57.24
846 Liseicki	2156.63	3.49	0.83	-51.09
846 Liseicki	2158.69	3.58	0.92	-56.63
846 Liseicki	2160.74	3.38	0.72	-44.32
846 Liseicki	2162.80	3.40	0.74	-45.55
846 Liseicki	2164.85	3.24	0.58	-35.71
846 Liseicki	2166.91	3.23	0.57	-35.09
846 Liseicki	2168.97	3.12	0.46	-28.33
846 Liseicki	2170.96	3.07	0.41	-25.25
846 Liseicki	2173.62	2.99	0.33	-20.33
846 Liseicki	2176.28	2.91	0.25	-15.40
846 Liseicki	2178.94	2.79	0.13	-8.02
846 Liseicki	2181.88	2.85	0.19	-11.71
846 Liseicki	2184.47	2.72	0.06	-3.71
846 Liseicki	2186.69	2.97	0.31	-19.10
846 Liseicki	2189.14	2.92	0.26	-16.02
846 Liseicki	2191.14	3.15	0.49	-30.17
846 Liseicki	2193.42	3.04	0.38	-23.40
846 Liseicki	2195.99	3.09	0.43	-26.48
846 Liseicki	2198.56	3.15	0.49	-30.17
846 Liseicki	2201.14	3.09	0.43	-26.48
846 Liseicki	2203.69	2.89	0.23	-14.18
846 Liseicki	2206.63	2.93	0.27	-16.65
846 Liseicki	2209.62	2.64	-0.02	1.18
846 Liseicki	2212.62	2.77	0.11	-6.82
846 Liseicki	2215.87	2.74	0.08	-4.98
846 Liseicki	2218.49	2.79	0.13	-8.07
846 Liseicki	2221.41	2.85	0.19	-11.77
846 Liseicki	2224.22	2.83	0.17	-10.54
846 Liseicki	2226.55	2.87	0.21	-13.01
846 Liseicki	2228.89	2.88	0.22	-13.63
846 Liseicki	2231.21	2.73	0.07	-4.41
846 Liseicki	2233.68	2.77	0.11	-6.88
846 Liseicki	2236.11	3.11	0.45	-27.80
846 Liseicki	2238.10	3.46	0.80	-49.34
846 Liseicki	2240.09	3.39	0.73	-45.04
846 Liseicki	2242.09	3.32	0.66	-40.74
846 Liseicki	2244.08	3.33	0.67	-41.36
846 Liseicki	2246.08	3.06	0.40	-24.75
846 Liseicki	2248.08	2.98	0.32	-19.84
846 Liseicki	2250.08	2.84	0.18	-11.23
846 Liseicki	2252.07	2.91	0.25	-15.54
846 Liseicki	2254.69	2.78	0.12	-7.55
846 Liseicki	2257.50	2.56	-0.10	5.98
846 Liseicki	2260.61	2.59	-0.07	4.13
846 Liseicki	2263.73	2.59	-0.07	4.12
846 Liseicki	2266.85	2.72	0.06	-3.89
846 Liseicki	2269.65	2.84	0.18	-11.28
846 Liseicki	2273.08	3.19	0.53	-32.82
846 Liseicki	2276.09	3.17	0.51	-31.60
846 Liseicki	2278.58	3.31	0.65	-40.22
846 Liseicki	2281.07	3.44	0.78	-48.22
846 Liseicki	2283.82	3.20	0.54	-33.46
846 Liseicki	2286.07	3.17	0.51	-31.62
846 Liseicki	2288.48	3.07	0.41	-25.48
846 Liseicki	2290.86	2.89	0.23	-14.41
846 Liseicki	2293.25	2.86	0.20	-12.57
846 Liseicki	2295.64	2.60	-0.06	3.42
846 Liseicki	2300.48	2.75	0.09	-5.82
846 Liseicki	2303.47	2.72	0.06	-4.00
846 Liseicki	2306.45	2.76	0.11	-6.48
846 Liseicki	2309.44	3.04	0.39	-23.73
846 Liseicki	2312.72	3.06	0.41	-24.99
846 Liseicki	2317.50	3.13	0.48	-29.33
846 Liseicki	2319.88	2.96	0.31	-18.89
846 Liseicki	2322.33	2.85	0.20	-12.14
846 Liseicki	2324.24	2.71	0.06	-3.54
846 Liseicki	2325.99	2.80	0.15	-9.10
846 Liseicki	2328.15	2.76	0.11	-6.65
846 Liseicki	2330.12	2.69	0.04	-2.36
846 Liseicki	2330.51	2.88	0.23	-14.05
