/* DATA DESCRIPTION:
Citation:	Westerhold, Thomas (2020): S11. Bulk stable carbon and oxygen isotope data of ODP Site 208-1263. PANGAEA, https://doi.org/10.1594/PANGAEA.917512, 
	In: Westerhold, T (2020): Cenozoic global reference benthic carbon and oxygen isotope dataset (CENOGRID). PANGAEA, https://doi.org/10.1594/PANGAEA.917503
Keyword(s):	Cenozoic Climate; Ocean Drilling
Related to:	Westerhold, Thomas; Marwan, Norbert; Drury, Anna Joy; Liebrand, Diederik; Agnini, Claudia; Anagnostou, Eleni; Barnet, James S K; Bohaty, Steven M; De Vleeschouwer, David; Florindo, Fabio; Frederichs, Thomas; Hodell, David A; Holbourn, Ann E; Kroon, Dick; Lauretano, Vittoria; Littler, Kate; Lourens, Lucas Joost; Lyle, Mitchell W; Pälike, Heiko; Röhl, Ursula; Tian, Jun; Wilkens, Roy H; Wilson, Paul A; Zachos, James C (2020): An astronomically dated record of Earth's climate and its predictability over the last 66 million years. Science, 369, 1383-1387, https://doi.org/10.1126/science.aba6853
Project(s):	Ocean Drilling Program (ODP) (URI: http://www-odp.tamu.edu/)
Coverage:	LATITUDE: -28.532950 * LONGITUDE: 2.779567
	DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00
	MINIMUM DEPTH, sediment/rock: 70.740 m * MAXIMUM DEPTH, sediment/rock: 285.300 m
Event(s):	208-1263 * LATITUDE: -28.532950 * LONGITUDE: 2.779567 * DATE/TIME START: 2003-03-29T00:00:00 * DATE/TIME END: 2003-04-05T00:00:00 * ELEVATION: -2717.1 m * Penetration: 1261.5 m * Recovery: 709.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 93 cores; 777.9 m cored; 483.6 m drilled; 91.2 % recovery
Parameter(s):	Sample code/label (Sample label) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: mbsf
	Depth, composite revised [rmcd] (Depth comp r) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	Tuned time [Ma] (Tuned time) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
	δ13C [‰ PDB] (δ13C) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	δ18O [‰] (δ18O) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html) * COMMENT: VPDB
	Reference/source (Reference) * PI: Westerhold, Thomas (https://orcid.org/0000-0001-8151-4684, twesterhold@marum.de, http://www.marum.de/Thomas_Westerhold.html)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0)
Size:	23242 data points
*/
Sample label	Depth sed [m]	Depth comp r [rmcd]	Tuned time [Ma]	δ13C [‰ PDB]	δ18O [‰]	Reference
208-1263B-8H-6,120	121.200	142.676	40.370658	2.2600	0.1000	Bohaty et al. 2009
208-1263A-14H-5,79	121.680	142.710	40.373076	2.2100	0.0800	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-6,127	121.270	142.749	40.375847	2.2200	0.0600	Boscolo Galazzo et al. 2014
208-1263A-14H-5,83	121.720	142.750	40.375919	2.1900	-0.0500	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-6,130	121.300	142.783	40.378265	2.2400	0.0700	Bohaty et al. 2009
208-1263B-8H-6,130	121.300	142.783	40.378265	2.2200	-0.0400	Boscolo Galazzo et al. 2014
208-1263A-14H-5,87	121.760	142.790	40.378762	2.1800	-0.0600	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,91	121.800	142.830	40.381606	2.2500	-0.0200	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,95	121.840	142.870	40.384449	2.3400	0.0500	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-6,140	121.400	142.897	40.386369	2.3900	0.1900	Bohaty et al. 2009
208-1263A-14H-5,99	121.880	142.910	40.387293	2.3300	0.1000	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,102	121.910	142.940	40.389425	2.3200	0.0900	Bohaty et al. 2009
208-1263A-14H-5,103	121.920	142.950	40.390136	2.3100	0.1100	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,107	121.960	142.990	40.392980	2.3100	0.2200	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-6,150	121.500	143.011	40.394473	2.2500	0.1700	Bohaty et al. 2009
208-1263A-14H-5,111	122.000	143.030	40.395823	2.2200	0.0900	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-7,1.75	121.520	143.034	40.396108	2.2400	0.0200	Boscolo Galazzo et al. 2014
208-1263A-14H-5,115	122.040	143.070	40.398667	2.1100	-0.0500	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,119	122.080	143.110	40.401510	2.1600	0.0300	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,123	122.120	143.150	40.404353	2.1500	-0.0900	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,127	122.160	143.190	40.407197	2.2300	0.1700	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-7,17	121.670	143.205	40.408263	2.2600	0.1000	Boscolo Galazzo et al. 2014
208-1263B-8H-7,18.5	121.690	143.228	40.409898	2.1900	0.1800	Boscolo Galazzo et al. 2014
208-1263A-14H-5,131	122.200	143.230	40.410041	2.2300	0.1600	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-7,20	121.700	143.239	40.410680	2.2200	0.1400	Bohaty et al. 2009
208-1263A-14H-5,135	122.240	143.270	40.412884	2.2400	0.2700	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-5,139	122.280	143.310	40.415727	2.1500	0.1900	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,1	122.400	143.430	40.424257	2.1400	0.1100	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-7,40	121.900	143.467	40.426888	2.1100	0.1000	Bohaty et al. 2009
208-1263B-8H-7,40	121.900	143.467	40.426888	2.1000	0.0700	Boscolo Galazzo et al. 2014
208-1263A-14H-6,5	122.440	143.470	40.427101	2.1500	0.1100	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,9	122.480	143.510	40.429944	2.1800	0.1600	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,15	122.540	143.570	40.434211	2.1800	0.2300	Bohaty et al. 2009
208-1263A-14H-6,17	122.560	143.590	40.435632	2.1200	0.1000	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,21	122.600	143.630	40.438475	2.0400	0.0600	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-7,57	122.070	143.654	40.440182	2.1800	0.1600	Boscolo Galazzo et al. 2014
208-1263A-14H-6,25	122.640	143.670	40.441319	2.0600	0.1900	MARUM Rivero-Cuesta et al. 2019
208-1263B-8H-7,60	122.100	143.687	40.442527	2.0800	0.2000	Bohaty et al. 2009
208-1263B-8H-7,60	122.100	143.687	40.442527	2.0700	0.2700	Boscolo Galazzo et al. 2014
208-1263A-14H-6,30	122.690	143.720	40.444873	2.1100	0.1800	Bohaty et al. 2009
208-1263A-14H-6,31	122.700	143.730	40.445584	2.1200	0.2100	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,37	122.760	143.790	40.449848	2.1200	0.2000	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,41	122.800	143.830	40.452692	2.1900	0.4100	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,45	122.840	143.870	40.455536	2.2200	0.3600	Bohaty et al. 2009
208-1263A-14H-6,47	122.880	143.910	40.458379	2.1700	0.2700	Boscolo Galazzo et al. 2014
208-1263A-14H-6,48.75	122.880	143.910	40.458379	2.1700	0.2700	Boscolo Galazzo et al. 2014
208-1263A-14H-6,49	122.880	143.910	40.458379	2.1100	0.1300	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,52	122.910	143.940	40.460512	2.2200	0.2400	Bohaty et al. 2009
208-1263B-8H-8,5	122.230	143.953	40.461436	2.2100	0.3400	Bohaty et al. 2009
208-1263A-14H-6,56	122.950	143.980	40.463355	2.1900	0.3100	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,60	122.990	144.020	40.466199	2.2600	0.4200	Bohaty et al. 2009
208-1263A-14H-6,65	123.040	144.070	40.469754	2.2600	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,65	123.050	144.080	40.470464	2.2400	0.3800	Boscolo Galazzo et al. 2014
208-1263A-14H-6,66	123.050	144.080	40.470464	2.2400	0.3800	Boscolo Galazzo et al. 2014
208-1263A-14H-6,67	123.080	144.110	40.472597	2.2600	0.3100	Boscolo Galazzo et al. 2014
208-1263A-14H-6,68.75	123.080	144.110	40.472597	2.2600	0.3100	Boscolo Galazzo et al. 2014
208-1263A-14H-6,69	123.080	144.110	40.472597	2.2600	0.4400	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,73	123.120	144.150	40.475439	2.1900	0.3900	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,75	123.140	144.170	40.476862	2.2600	0.4800	Bohaty et al. 2009
208-1263A-14H-6,77	123.160	144.190	40.478284	2.1300	0.3600	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,81	123.200	144.230	40.481127	2.1100	0.2000	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,85	123.240	144.270	40.483971	2.2000	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,87	123.280	144.310	40.486814	2.2400	0.2700	Boscolo Galazzo et al. 2014
208-1263A-14H-6,88.75	123.280	144.310	40.486814	2.2400	0.2700	Boscolo Galazzo et al. 2014
208-1263A-14H-6,90	123.290	144.320	40.487526	2.1300	0.4200	Bohaty et al. 2009
208-1263A-14H-6,93	123.320	144.350	40.489658	2.1600	0.2600	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,97	123.360	144.390	40.492501	2.2100	0.3500	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,101	123.400	144.430	40.495344	2.1800	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,105	123.440	144.470	40.498188	2.1400	0.4100	Bohaty et al. 2009
208-1263A-14H-6,107	123.480	144.510	40.501031	2.2700	0.4000	Boscolo Galazzo et al. 2014
208-1263A-14H-6,108.75	123.480	144.510	40.501031	2.2700	0.4000	Boscolo Galazzo et al. 2014
208-1263A-14H-6,109	123.480	144.510	40.501031	2.2700	0.3700	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,113	123.520	144.550	40.503875	2.2500	0.3000	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,117	123.560	144.590	40.506718	2.1800	0.3800	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,120	123.590	144.620	40.508851	2.2200	0.5100	Bohaty et al. 2009
208-1263A-14H-6,125	123.640	144.670	40.512405	2.1400	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,127	123.680	144.710	40.515249	2.1400	0.3800	Boscolo Galazzo et al. 2014
208-1263A-14H-6,128.75	123.680	144.710	40.515249	2.1400	0.3800	Boscolo Galazzo et al. 2014
208-1263A-14H-6,129	123.680	144.710	40.515249	2.1300	0.4200	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,133	123.720	144.750	40.518092	2.1200	0.4400	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,135	123.740	144.770	40.519514	2.0800	0.5100	Bohaty et al. 2009
208-1263A-14H-6,137	123.760	144.790	40.520935	2.1400	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,141	123.800	144.830	40.523779	2.1400	0.4500	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,145	123.840	144.870	40.526622	2.1400	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-6,145	123.850	144.880	40.527333	2.2300	0.2500	Boscolo Galazzo et al. 2014
208-1263A-14H-6,146	123.850	144.880	40.527333	2.2300	0.2500	Boscolo Galazzo et al. 2014
208-1263A-14H-6,150	123.890	144.920	40.530177	2.0800	0.5100	Bohaty et al. 2009
208-1263A-14H-7,2	123.910	144.940	40.531599	2.1100	0.4700	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-7,0	123.920	144.949	40.532239	2.0400	0.5100	Boscolo Galazzo et al. 2014
208-1263A-14H-7,2.5	123.920	144.949	40.532239	2.0400	0.5100	Boscolo Galazzo et al. 2014
208-1263A-14H-7,5	123.940	144.968	40.533589	2.0800	0.5900	Bohaty et al. 2009
208-1263A-14H-7,9	123.980	145.007	40.536361	2.1400	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-7,13	124.020	145.045	40.539063	2.0600	0.5000	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-7,15	124.040	145.064	40.540413	2.0800	0.5800	Bohaty et al. 2009
208-1263A-14H-7,17	124.060	145.083	40.541763	2.0600	0.3900	MARUM Rivero-Cuesta et al. 2019
208-1263A-14H-7,21	124.100	145.121	40.544465	2.0600	0.4100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,1	122.010	145.240	40.552925	2.1000	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,5	122.050	145.280	40.555768	2.1300	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,6	122.060	145.290	40.556478	2.1800	0.4600	Boscolo Galazzo et al. 2014
208-1263B-9H-1,9	122.090	145.320	40.558612	2.0600	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,13	122.130	145.360	40.561455	2.0600	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,17	122.170	145.400	40.564298	2.0000	0.3800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,20	122.200	145.430	40.566430	2.0600	0.6300	Bohaty et al. 2009
208-1263B-9H-1,25	122.250	145.480	40.569985	2.1000	0.4800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,29	122.290	145.520	40.572829	2.1100	0.5700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,33	122.330	145.560	40.575672	2.1200	0.6400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,37	122.370	145.600	40.578516	1.9600	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,40	122.400	145.630	40.580648	2.0800	0.6400	Bohaty et al. 2009
208-1263B-9H-1,45	122.450	145.680	40.584202	1.9400	0.4200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,46	122.460	145.690	40.584913	2.0400	0.5500	Boscolo Galazzo et al. 2014
208-1263B-9H-1,48.75	122.490	145.720	40.587046	2.0000	0.5400	Boscolo Galazzo et al. 2014
208-1263B-9H-1,49	122.490	145.720	40.587046	1.9600	0.4600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,53	122.530	145.760	40.589889	2.0300	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,57	122.570	145.800	40.592733	1.9800	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,60	122.600	145.830	40.594866	2.2600	0.7800	Bohaty et al. 2009
208-1263B-9H-1,65	122.650	145.880	40.598420	2.0700	0.6100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,69	122.690	145.920	40.601263	2.1400	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,73	122.730	145.960	40.604108	2.0200	0.3900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,77	122.770	146.000	40.606950	2.0400	0.4900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,80	122.800	146.030	40.609083	2.1700	0.6700	Bohaty et al. 2009
208-1263B-9H-1,85	122.850	146.080	40.612637	2.1900	0.6500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,86	122.860	146.090	40.613348	2.2700	0.6500	Boscolo Galazzo et al. 2014
208-1263B-9H-1,88.75	122.890	146.120	40.615481	2.2300	0.8200	Boscolo Galazzo et al. 2014
208-1263B-9H-1,89	122.890	146.120	40.615481	2.1900	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,93	122.930	146.160	40.618324	2.1700	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,97	122.970	146.200	40.621168	2.2400	0.8300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,100	123.000	146.230	40.623300	2.2400	0.6200	Bohaty et al. 2009
208-1263B-9H-1,105	123.050	146.280	40.626855	2.1400	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,109	123.090	146.320	40.629699	2.1900	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,113	123.130	146.360	40.632541	2.2500	0.8200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,117	123.170	146.400	40.635384	2.1700	0.6900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,120	123.200	146.430	40.637517	2.3500	0.7500	Bohaty et al. 2009
208-1263B-9H-1,125	123.250	146.480	40.641072	2.0300	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,126	123.260	146.490	40.641783	2.1600	0.6100	Boscolo Galazzo et al. 2014
208-1263B-9H-1,129	123.290	146.520	40.643915	2.0500	0.7500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,133	123.330	146.560	40.646759	2.0700	0.7800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,137	123.370	146.600	40.649603	2.0400	0.7800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,140	123.400	146.630	40.651735	2.4000	0.6300	Bohaty et al. 2009
208-1263B-9H-1,145	123.450	146.680	40.655288	2.0200	0.5300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-1,149	123.490	146.720	40.659589	2.0600	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,3	123.530	146.760	40.664373	2.0900	0.6300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,7	123.570	146.800	40.669159	2.0200	0.6800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,11	123.610	146.840	40.673945	2.0400	0.8100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,15	123.650	146.880	40.678730	2.0300	0.6100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,16	123.660	146.890	40.679926	2.1100	0.6000	Boscolo Galazzo et al. 2014
208-1263B-9H-2,18.75	123.690	146.920	40.683515	2.0900	0.6700	Boscolo Galazzo et al. 2014
208-1263B-9H-2,20	123.700	146.930	40.684710	2.1200	0.5700	Bohaty et al. 2009
208-1263B-9H-2,23	123.730	146.960	40.688301	2.0700	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,27	123.770	147.000	40.693085	1.9500	0.6400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,31	123.810	147.040	40.697869	1.9900	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,35	123.850	147.080	40.702656	2.1200	0.9000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,40	123.900	147.130	40.708637	2.1000	0.5600	Bohaty et al. 2009
208-1263B-9H-2,43	123.930	147.160	40.712226	2.1800	0.8100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,47	123.970	147.200	40.717011	2.0800	0.7400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,51	124.010	147.240	40.721798	2.1500	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,55	124.050	147.280	40.726582	2.2300	0.8700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,56	124.060	147.290	40.727777	2.3000	0.8400	Boscolo Galazzo et al. 2014
208-1263B-9H-2,58.75	124.090	147.320	40.731368	2.2300	0.9300	Boscolo Galazzo et al. 2014
208-1263B-9H-2,60	124.100	147.330	40.732563	2.0900	0.5900	Bohaty et al. 2009
208-1263B-9H-2,63	124.130	147.360	40.736152	2.1700	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,67	124.170	147.400	40.740936	2.2100	0.9000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,71	124.210	147.440	40.745723	2.1700	0.8800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,75	124.250	147.480	40.750508	2.1500	0.7700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,80	124.300	147.530	40.756490	2.1000	0.6300	Bohaty et al. 2009
208-1263B-9H-2,83	124.330	147.560	40.760078	2.1900	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,87	124.370	147.600	40.764865	2.1800	0.8300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,91	124.410	147.640	40.769649	2.1100	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,95	124.450	147.680	40.774433	2.1700	0.8000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,96	124.460	147.690	40.775630	2.1800	0.6300	Boscolo Galazzo et al. 2014
208-1263B-9H-2,98.75	124.490	147.720	40.779219	2.3300	0.5600	Boscolo Galazzo et al. 2014
208-1263B-9H-2,100	124.500	147.730	40.780416	2.1300	0.6800	Bohaty et al. 2009
208-1263B-9H-2,103	124.530	147.760	40.784003	2.2000	0.5600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,107	124.570	147.800	40.788790	2.2300	0.5400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,111	124.610	147.840	40.793575	2.2200	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,115	124.650	147.880	40.798360	2.2300	0.8200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,120	124.700	147.930	40.804340	2.2600	0.8500	Bohaty et al. 2009
208-1263B-9H-2,123	124.730	147.960	40.807932	2.2600	0.6400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,127	124.770	148.000	40.812716	2.4100	0.5500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,131	124.810	148.040	40.817500	2.3800	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,135	124.850	148.080	40.822286	2.3900	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,136	124.860	148.090	40.823483	2.4500	0.5800	Boscolo Galazzo et al. 2014
208-1263B-9H-2,140	124.900	148.130	40.828268	2.1100	0.6600	Bohaty et al. 2009
208-1263B-9H-2,143	124.930	148.160	40.831857	2.3300	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-2,147	124.970	148.200	40.836642	2.4100	0.6000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,1	125.010	148.240	40.841428	2.4200	0.7500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,5	125.050	148.280	40.846212	2.4400	0.8400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,9	125.090	148.320	40.850999	2.3500	0.7500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,13	125.130	148.360	40.855783	2.2600	0.6800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,17	125.170	148.400	40.860567	2.3000	0.8500	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,20	125.200	148.430	40.864156	2.2900	0.6400	Bohaty et al. 2009
208-1263B-9H-3,25	125.250	148.480	40.870138	2.2500	0.7900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,28.75	125.290	148.520	40.874924	2.1900	0.6100	Boscolo Galazzo et al. 2014
208-1263B-9H-3,29	125.290	148.520	40.874924	2.2600	0.7800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,33	125.330	148.560	40.879709	2.2800	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,37	125.370	148.600	40.884495	2.2700	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,40	125.400	148.630	40.888083	2.2400	0.7300	Bohaty et al. 2009
208-1263B-9H-3,45	125.450	148.680	40.894063	2.2300	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,49	125.490	148.720	40.898850	2.1500	0.6600	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,53	125.530	148.760	40.903634	2.0700	0.4000	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,57	125.570	148.800	40.908420	2.1800	0.6200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,60	125.600	148.830	40.912009	2.2100	0.5900	Bohaty et al. 2009
208-1263B-9H-3,65	125.650	148.880	40.917991	2.1500	0.7300	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,68.75	125.690	148.920	40.922776	2.1800	0.5200	Boscolo Galazzo et al. 2014
208-1263B-9H-3,69	125.690	148.920	40.922776	2.1600	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,73	125.730	148.960	40.927562	2.1800	0.7100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,77	125.770	149.000	40.932346	2.1800	0.4400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,80	125.800	149.030	40.935935	2.2700	0.6700	Bohaty et al. 2009
208-1263B-9H-3,85	125.850	149.080	40.941917	2.2500	0.5200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,89	125.890	149.120	40.946702	2.3300	0.6100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,93	125.930	149.160	40.951487	2.2500	0.3400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,97	125.970	149.200	40.956272	2.2100	0.4200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,100	126.000	149.230	40.959861	2.3500	0.7100	Bohaty et al. 2009
208-1263B-9H-3,105	126.050	149.280	40.965843	2.2700	0.5800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,108.75	126.090	149.320	40.970629	2.2500	0.6500	Boscolo Galazzo et al. 2014
208-1263B-9H-3,109	126.090	149.320	40.970629	2.3000	0.6800	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,113	126.130	149.360	40.975413	2.2800	0.6700	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,117	126.170	149.400	40.980197	2.2500	0.7200	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,120	126.200	149.430	40.983786	2.3100	0.8300	Bohaty et al. 2009
208-1263B-9H-3,125	126.250	149.480	40.989769	2.1500	0.4900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,129	126.290	149.520	40.994554	2.2000	0.5100	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,133	126.330	149.560	40.999339	2.1600	0.3900	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,137	126.370	149.600	41.004126	2.2600	0.6400	MARUM Rivero-Cuesta et al. 2019
208-1263B-9H-3,140	126.400	149.630	41.007713	2.3400	0.7600	Bohaty et al. 2009
